Author,Chapter,Reference,Type,Intertextual_function,Semantic
robertson,8,Christians,Thematic,['2'],Neutral
robertson,8,Moorish Spain,Thematic,['2'],Neutral
robertson,16,Unidentified,Nominal,['1'],Neutral
robertson,11,Sismondi,Nominal,['3'],Neutral
robertson,11,Can' Grande,Thematic,['2'],Positive
robertson,11,Montaigne,Nominal,['3'],Neutral
robertson,11,Virgil,Thematic,['2'],Positive
robertson,11,Cantù,Nominal,['2'],Neutral
robertson,16,Unidentified,Nominal,['1'],Neutral
robertson,6,Aristotle,Nominal,['3'],Neutral
robertson,6,Socrates,Verbal,['4'],Neutral
robertson,6,Plato,Thematic,['4'],Neutral
robertson,17,King Henry VII of Germany,Nominal,['1'],Neutral
robertson,17,Frederick II,Nominal,['1'],Neutral
robertson,17,William Tell,Thematic,['3'],Neutral
robertson,2,Cicero,Nominal,['1'],Negative
robertson,2,Lucullus,Nominal,['1'],Neutral
robertson,2,Rome,Thematic,['3'],Neutral
robertson,2,Carthage,Thematic,['3'],Neutral
robertson,2,Christianity,Thematic,['3'],Negative
robertson,2,Byzantium,Thematic,['3'],Negative
robertson,2,Augustine,Nominal,['1'],Neutral
robertson,2,Sabellian,Nominal,['1'],Neutral
robertson,2,Arian,Nominal,['1'],Neutral
robertson,2,Pelagian,Nominal,['1'],Neutral
robertson,2,Iconoclastic,Nominal,['1'],Neutral
robertson,2,Saracen,Nominal,['1'],Positive
robertson,12,Trollope,Nominal,['2'],Neutral
robertson,12,Sismondi,Nominal,['3'],Positive
robertson,12,Whig,Thematic,['1'],Neutral
robertson,12,Unidentified,Nominal,['1'],Neutral
robertson,11,Unidentified,Nominal,['1'],Neutral
robertson,10,Sismondi,Nominal,['2'],Neutral
robertson,10,Testa _History of the War of Frederick I against the,Nominal,['1'],Neutral
robertson,17,Sismondi,Nominal,['1'],Neutral
robertson,17,French Republic,Verbal,['2'],Neutral
robertson,17,Napoleon,Thematic,['3'],Neutral
robertson,17,First Consul,Nominal,['1'],Neutral
robertson,17,Unidentified,Thematic,['3'],Neutral
robertson,17,Aristotle,Nominal,['1'],Neutral
robertson,19,Chaucer,Nominal,['2'],Neutral
robertson,19,Rome,Thematic,['1'],Neutral
robertson,19,Napoleonic France,Thematic,['1'],Neutral
robertson,19,Henry V,Nominal,['2'],Negative
robertson,19,Lollardism,Thematic,['2'],Neutral
robertson,10,Sismondi,Nominal,['3'],Positive
robertson,10,Guizot,Verbal,['3'],Neutral
robertson,10,Alcuin,Thematic,['2'],Neutral
robertson,10,Ireland,Nominal,['1'],Neutral
robertson,3,Grote,Nominal,['3'],Neutral
robertson,3,Boeckh,Nominal,['3'],Neutral
robertson,3,Plutarch,Nominal,['2'],Neutral
robertson,3,Aristotelian _Polity of Athens_,Nominal,['3'],Neutral
robertson,3,Mitchell and,Nominal,['1'],Neutral
robertson,3,Bury,Nominal,['1'],Neutral
robertson,3,Androtion,Nominal,['2'],Neutral
robertson,3,Abbott,Nominal,['1'],Neutral
robertson,3,Meyer,Nominal,['1'],Neutral
robertson,3,Cox,Nominal,['1'],Neutral
robertson,21,Dutch example,Thematic,['2'],Neutral
robertson,21,Charles II,Thematic,['2'],Neutral
robertson,21,Cromwellian oppression,Thematic,['2'],Neutral
robertson,21,Catholic,Thematic,['3'],Neutral
robertson,4,Persia,Nominal,['1'],Negative
robertson,4,Jewry,Nominal,['1'],Negative
robertson,4,Byzantium,Nominal,['1'],Negative
robertson,4,Islam,Nominal,['1'],Negative
robertson,4,Spain under Catholicism,Nominal,['1'],Negative
robertson,4,Scotland under Protestantism,Nominal,['1'],Negative
robertson,4,Anglo-Saxon England,Nominal,['1'],Negative
robertson,21,Unidentified,Nominal,['1'],Neutral
robertson,21,William the Third,Nominal,['1'],Neutral
robertson,21,Sir Henry Maine,Nominal,['1'],Negative
robertson,21,Locke,Nominal,['1'],Positive
robertson,21,Aristotle,Nominal,['1'],Positive
robertson,21,Hooker,Nominal,['1'],Positive
robertson,21,Milton,Nominal,['1'],Positive
robertson,4,Mr. Fowler,Thematic,['3'],Neutral
robertson,4,Lord Morley,Thematic,['3'],Neutral
robertson,4,Davis—_The Chinese_,Nominal,['1'],Neutral
robertson,4,Dr.,Thematic,['3'],Neutral
robertson,4,Mr. Spencer—_Principles of Sociology_,Nominal,['2'],Neutral
robertson,13,Unidentified,Nominal,['1'],Neutral
robertson,4,Lord Morley,Nominal,['3'],Negative
robertson,4,Hertzberg,Nominal,['2'],Neutral
robertson,4,Shuckburgh,Nominal,['2'],Neutral
robertson,4,Dr. Cunningham,Nominal,['2'],Neutral
robertson,4,Lord Cromer,Nominal,['1'],Neutral
robertson,21,Luther,Nominal,['2'],Neutral
robertson,21,Spinoza,Thematic,['2'],Neutral
robertson,21,free way of reasoning,Nominal,['1'],Neutral
robertson,4,Unidentified,Nominal,['1'],Neutral
robertson,21,Henry VIII,Thematic,['3'],Neutral
robertson,21,Strafford,Thematic,['3'],Neutral
robertson,21,Cromwell,Thematic,['3'],Neutral
robertson,21,Restoration,Thematic,['3'],Neutral
robertson,21,William's reign,Thematic,['3'],Neutral
robertson,21,English Parliament,Thematic,['3'],Neutral
robertson,21,Irish Parliament,Thematic,['3'],Neutral
robertson,21,Dissenters,Thematic,['3'],Neutral
robertson,21,Catholics,Thematic,['3'],Neutral
robertson,21,Episcopalian landlords,Thematic,['3'],Neutral
robertson,4,Esprit des Lois,Nominal,['1'],Neutral
robertson,4,Dunbar—Essays,Verbal,['2'],Neutral
robertson,4,Walckenaer—Essai,Thematic,['3'],Neutral
robertson,4,Voltaire,Nominal,['1'],Negative
robertson,4,Dr. Draper,Verbal,['2'],Negative
robertson,4,Professor Huxley—Evolution and Ethics,Thematic,['3'],Negative
robertson,4,Professor Whitney,Nominal,['1'],Negative
robertson,21,Unidentified,Nominal,['1'],Neutral
robertson,19,Unidentified,Nominal,['1'],Neutral
robertson,17,Samson,Nominal,['1'],Neutral
robertson,17,Tetzel,Nominal,['1'],Neutral
robertson,17,Zwingli,Nominal,['3'],Neutral
robertson,17,Luther,Nominal,['3'],Neutral
robertson,10,Theodoric,Thematic,['3'],Neutral
robertson,10,Belisarius,Thematic,['3'],Neutral
robertson,10,Narses,Thematic,['3'],Neutral
robertson,10,Alboin,Thematic,['3'],Neutral
robertson,10,Charlemagne,Thematic,['3'],Neutral
robertson,10,Otto of Saxony,Thematic,['3'],Neutral
robertson,19,J.H. Round,Nominal,['3'],Negative
robertson,19,H.W. C. Davis,Verbal,['3'],Negative
robertson,17,Unidentified,Nominal,['1'],Neutral
robertson,17,Sismondi,Nominal,['2'],Negative
robertson,17,Strauss,Verbal,['2'],Neutral
robertson,17,Jesuits,Thematic,['2'],Neutral
robertson,11,Christian Church,Nominal,['1'],Neutral
robertson,11,Empire,Verbal,['2'],Neutral
robertson,11,Hellas,Thematic,['3'],Neutral
robertson,12,Machiavelli,Nominal,['2'],Neutral
robertson,12,Guelph and Ghibelline,Thematic,['3'],Neutral
robertson,12,Papacy,Nominal,['1'],Neutral
robertson,12,Ezzelino III,Thematic,['2'],Neutral
robertson,12,Frederick II,Nominal,['2'],Neutral
robertson,12,Unidentified,Nominal,['1'],Neutral
robertson,17,Louis of Germany,Nominal,['1'],Neutral
robertson,17,Kaiser Otto,Thematic,['3'],Neutral
robertson,17,Unidentified,Nominal,['1'],Neutral
robertson,2,Livy,Nominal,['1'],Neutral
robertson,2,Hiero,Verbal,['2'],Neutral
robertson,2,Verres,Thematic,['3'],Neutral
robertson,2,Fonteius,Nominal,['1'],Neutral
robertson,2,Piso,Verbal,['2'],Neutral
robertson,2,Appius,Thematic,['3'],Neutral
robertson,2,Flaccus,Nominal,['1'],Neutral
robertson,16,M'Culloch,Nominal,['2'],Positive
robertson,6,Aristotle,Nominal,['2'],Neutral
robertson,6,Plutarch,Nominal,['2'],Neutral
robertson,6,Plato,Nominal,['2'],Neutral
robertson,6,Dr. Mahaffy,Nominal,['3'],Negative
robertson,6,Hume,Nominal,['3'],Positive
robertson,6,Athenæus,Nominal,['3'],Neutral
robertson,6,Cunningham,Nominal,['2'],Neutral
robertson,6,Strabo,Nominal,['2'],Neutral
robertson,6,Thirlwall,Nominal,['2'],Neutral
robertson,6,Finlay,Nominal,['2'],Neutral
robertson,11,Ariosto,Nominal,['2'],Neutral
robertson,11,Tasso,Nominal,['2'],Neutral
robertson,11,Orlando Furioso,Nominal,['2'],Neutral
robertson,11,Gerusalemme,Nominal,['2'],Neutral
robertson,16,Temple,Nominal,['1'],Neutral
robertson,16,Keymor,Verbal,['2'],Positive
robertson,16,Howell,Thematic,['3'],Neutral
robertson,16,Laing,Nominal,['1'],Neutral
robertson,16,De Witt,Verbal,['2'],Neutral
robertson,16,Smith,Thematic,['3'],Positive
robertson,8,Spiegel,Thematic,['3'],Neutral
robertson,8,Mommsen,Thematic,['3'],Neutral
robertson,8,M. Taine,Nominal,['1'],Neutral
robertson,8,Greeks,Thematic,['3'],Neutral
robertson,8,Asia,Thematic,['2'],Neutral
robertson,8,Egypt,Thematic,['2'],Neutral
robertson,8,Phoenicia,Thematic,['2'],Neutral
robertson,8,Romans,Thematic,['2'],Neutral
robertson,8,Ibn Khaldun,Nominal,['1'],Positive
robertson,6,Christian doctrine,Thematic,['3'],Negative
robertson,6,Paul,Thematic,['3'],Neutral
robertson,6,Stoic doctrine,Nominal,['3'],Neutral
robertson,6,Aristotle,Nominal,['1'],Neutral
robertson,6,Christian,Thematic,['3'],Neutral
robertson,6,Justinian,Nominal,['3'],Neutral
robertson,6,Salvian,Nominal,['3'],Neutral
robertson,6,St. Paul,Nominal,['1'],Neutral
robertson,6,Santiago,Nominal,['1'],Neutral
robertson,6,Plato,Nominal,['2'],Positive
robertson,6,Unidentified,Thematic,['3'],Neutral
robertson,15,Unidentified,Nominal,['1'],Neutral
robertson,12,Pope Hildebrandt,Thematic,['3'],Neutral
robertson,12,Urban II,Thematic,['3'],Neutral
robertson,1,M. Taine,Nominal,['3'],Negative
robertson,1,Comte,Thematic,['3'],Negative
robertson,1,Buckle,Nominal,['3'],Negative
robertson,1,A learned and judicious English,Thematic,['3'],Neutral
robertson,16,Charles the Bold,Nominal,['1'],Neutral
robertson,16,Duchess Mary,Nominal,['1'],Neutral
robertson,16,Maximilian,Nominal,['1'],Neutral
robertson,16,Duke,Nominal,['1'],Neutral
robertson,16,James van Arteveldt,Nominal,['1'],Neutral
robertson,16,Philip of Burgundy,Nominal,['1'],Neutral
robertson,18,Alfonso de Sousa,Nominal,['2'],Positive
robertson,18,Catholic,Thematic,['1'],Neutral
robertson,18,Protestant,Thematic,['1'],Neutral
robertson,18,Portugal,Thematic,['2'],Neutral
robertson,11,Unidentified,Nominal,['1'],Neutral
robertson,11,Saracens,Thematic,['2'],Neutral
robertson,11,Frederick II,Thematic,['2'],Positive
robertson,11,Norman kings,Thematic,['2'],Neutral
robertson,11,Saladin,Nominal,['2'],Neutral
robertson,11,Moorish,Thematic,['3'],Neutral
robertson,11,Troubadours,Thematic,['2'],Positive
robertson,11,Moors,Thematic,['2'],Positive
robertson,20,Episcopalian,Thematic,['2'],Neutral
robertson,20,Nonconformist,Thematic,['2'],Neutral
robertson,20,Commonwealth,Thematic,['2'],Neutral
robertson,20,Republican,Thematic,['2'],Neutral
robertson,20,Great Rebellion,Thematic,['2'],Neutral
robertson,20,Protectorate,Thematic,['2'],Neutral
robertson,20,American colonies,Thematic,['3'],Neutral
robertson,20,George III,Thematic,['3'],Neutral
robertson,20,Parliament of Richard Cromwell,Thematic,['3'],Neutral
robertson,20,French Revolution,Thematic,['3'],Neutral
robertson,20,divine right,Thematic,['2'],Neutral
robertson,10,G. Dennis,Nominal,['1'],Positive
robertson,10,Giotto,Verbal,['2'],Neutral
robertson,10,Brunelleschi,Thematic,['3'],Neutral
robertson,10,Fra Angelico,Nominal,['1'],Neutral
robertson,10,Luca Signorelli,Verbal,['2'],Neutral
robertson,10,Fra,Thematic,['3'],Neutral
robertson,10,Michael Angelo,Nominal,['1'],Neutral
robertson,10,Hildebrand,Verbal,['2'],Neutral
robertson,10,Galileo,Thematic,['3'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,5,Unidentified,Nominal,['1'],Neutral
robertson,9,Unidentified,Nominal,['1'],Neutral
robertson,16,T. Colley Grattan,Nominal,['2'],Neutral
robertson,16,Motley,Thematic,['2'],Neutral
robertson,16,W. Torrens M'Cullagh (afterwards,Nominal,['1'],Neutral
robertson,16,J.R. M'Culloch,Thematic,['2'],Neutral
robertson,16,Professor Thorold Rogers,Nominal,['2'],Neutral
robertson,16,L. Guicciardini,Thematic,['2'],Neutral
robertson,16,Sir William,Nominal,['1'],Neutral
robertson,16,Pierre Delacourt--John de Witt,Thematic,['3'],Neutral
robertson,16,Dujardin,Nominal,['1'],Neutral
robertson,16,Cerisier,Thematic,['1'],Neutral
robertson,16,Le Clerc,Nominal,['1'],Neutral
robertson,16,Wicquefort,Thematic,['1'],Neutral
robertson,7,Unidentified,Nominal,['1'],Neutral
robertson,19,Cp. Cunningham,Nominal,['2'],Neutral
robertson,19,Stubbs,Verbal,['3'],Neutral
robertson,19,Prof. Ashley,Thematic,['3'],Neutral
robertson,19,Green,Nominal,['1'],Neutral
robertson,19,Sir Roger Twysden,Verbal,['2'],Neutral
robertson,19,Hayward,Thematic,['3'],Neutral
robertson,19,Camden,Nominal,['1'],Neutral
robertson,19,Historical,Verbal,['2'],Neutral
robertson,21,Protestant side in England,Nominal,['2'],Neutral
robertson,21,Papacy,Nominal,['2'],Neutral
robertson,21,Gregory VII,Nominal,['2'],Neutral
robertson,21,Usher,Nominal,['3'],Neutral
robertson,21,Charles I,Nominal,['3'],Neutral
robertson,21,Scriptures,Nominal,['3'],Neutral
robertson,21,Fathers,Nominal,['3'],Neutral
robertson,21,Thomas Aquinas,Nominal,['2'],Neutral
robertson,21,Spanish Jesuit Suarez,Nominal,['3'],Positive
robertson,21,English divines,Nominal,['1'],Neutral
robertson,21,Jesuit of Granada,Nominal,['1'],Neutral
robertson,21,German Protestant Althusius,Nominal,['3'],Positive
robertson,21,Hooker,Nominal,['3'],Positive
robertson,14,PyFPDF,Nominal,['1'],Neutral
robertson,14,Hardwick,Nominal,['2'],Neutral
robertson,14,The author's _Short History of Christianity_,Verbal,['2'],Neutral
robertson,21,The History of Passive Obedience since the Reformation,Nominal,['1'],Neutral
robertson,21,Protestant divines,Thematic,['1'],Neutral
robertson,21,Jurists,Thematic,['1'],Neutral
robertson,21,Nonconformists,Thematic,['1'],Neutral
robertson,21,Mr. Samuel Rutherford,Nominal,['2'],Neutral
robertson,21,*Samuel,Nominal,['1'],Neutral
robertson,21,Buchanan,Nominal,['1'],Neutral
robertson,21,*Buchanan—_De Jure Regni apud Scotos_,Nominal,['1'],Neutral
robertson,21,Milton,Nominal,['1'],Neutral
robertson,21,*Milton—Salmasius,Nominal,['1'],Neutral
robertson,21,Dryden,Nominal,['2'],Neutral
robertson,21,*Dryden—_All for Love_,Nominal,['1'],Neutral
robertson,21,Lord Danby,Nominal,['2'],Neutral
robertson,4,Beaconsfield,Nominal,['3'],Neutral
robertson,4,England,Verbal,['2'],Neutral
robertson,4,France,Thematic,['2'],Neutral
robertson,19,Lollardism,Thematic,['2'],Neutral
robertson,19,Christianity,Thematic,['2'],Neutral
robertson,19,Protestantism,Thematic,['2'],Neutral
robertson,19,Catholic,Thematic,['2'],Neutral
robertson,19,Hansa merchants,Nominal,['2'],Neutral
robertson,19,Edward IV,Verbal,['2'],Neutral
robertson,7,Pliny,Nominal,['2'],Neutral
robertson,7,Aristotle,Thematic,['2'],Positive
robertson,7,K.J. Freeman,Nominal,['1'],Neutral
robertson,9,Marcus Antoninus,Nominal,['1'],Neutral
robertson,9,M. Guizot,Verbal,['2'],Neutral
robertson,9,Ambrose,Thematic,['3'],Neutral
robertson,9,Jerome,Nominal,['1'],Neutral
robertson,9,Paulinus,Verbal,['2'],Neutral
robertson,9,Cassian,Thematic,['3'],Neutral
robertson,9,Hilary,Nominal,['1'],Neutral
robertson,9,Salvian,Verbal,['2'],Neutral
robertson,9,Chrysostom,Thematic,['3'],Neutral
robertson,9,Augustine,Nominal,['1'],Neutral
robertson,5,Prof. Ferrero,Nominal,['1'],Neutral
robertson,2,Judaism,Thematic,['3'],Neutral
robertson,2,Osirianism,Thematic,['3'],Neutral
robertson,2,Mithraism,Thematic,['3'],Neutral
robertson,2,Attis,Thematic,['3'],Neutral
robertson,2,Adonis,Thematic,['3'],Neutral
robertson,2,Bacchus,Thematic,['3'],Neutral
robertson,2,Isis,Thematic,['3'],Neutral
robertson,2,Serapis,Thematic,['3'],Neutral
robertson,2,Christianity,Thematic,['3'],Neutral
robertson,20,Falkland,Nominal,['3'],Neutral
robertson,20,Macaulay,Thematic,['3'],Neutral
robertson,20,Hampden,Nominal,['2'],Neutral
robertson,20,Pym,Thematic,['2'],Neutral
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,10,Aurelian,Thematic,['3'],Neutral
robertson,10,Claudius the Second,Thematic,['3'],Neutral
robertson,10,Marius,Thematic,['3'],Neutral
robertson,10,Cæsar,Thematic,['3'],Neutral
robertson,10,Stilicho,Thematic,['3'],Neutral
robertson,10,Rodogast,Thematic,['3'],Neutral
robertson,10,Alaric,Thematic,['3'],Neutral
robertson,10,Aetius,Thematic,['3'],Neutral
robertson,10,Franks,Thematic,['3'],Neutral
robertson,10,Burgundians,Thematic,['3'],Neutral
robertson,10,Visigoths,Thematic,['3'],Neutral
robertson,10,Attila's Huns,Thematic,['3'],Neutral
robertson,10,Belisarius,Thematic,['3'],Neutral
robertson,10,Wittich,Thematic,['3'],Neutral
robertson,11,Pignotti,Nominal,['2'],Neutral
robertson,11,Hallam _Middle Ages_,Verbal,['2'],Neutral
robertson,11,"*Hallam—Galvaneus
Flamma",Thematic,['3'],Neutral
robertson,11,*Hallam—Ranke,Nominal,['2'],Neutral
robertson,18,Buckle,Nominal,['1'],Neutral
robertson,11,Casa Medici,Nominal,['1'],Neutral
robertson,11,Unidentified,Thematic,['3'],Neutral
robertson,16,Charles V,Nominal,['1'],Neutral
robertson,16,King of France,Nominal,['1'],Neutral
robertson,16,Flemish States,Nominal,['1'],Neutral
robertson,1,Unidentified,Nominal,['1'],Neutral
robertson,12,Thomas Aquinas,Nominal,['1'],Neutral
robertson,12,Empire,Thematic,['3'],Neutral
robertson,12,Papacy,Thematic,['3'],Neutral
robertson,12,Heeren,Nominal,['2'],Neutral
robertson,12,*Heeren—Roman philosophy,Verbal,['2'],Neutral
robertson,12,*Heeren—Grecian,Thematic,['3'],Neutral
robertson,16,Grattan,Thematic,['3'],Neutral
robertson,16,Motley,Thematic,['3'],Neutral
robertson,16,M'Cullagh,Thematic,['3'],Neutral
robertson,16,Van Kampen,Thematic,['3'],Neutral
robertson,16,Wenzelburger,Thematic,['3'],Neutral
robertson,16,Davies,Thematic,['3'],Neutral
robertson,16,William of Nassau,Thematic,['3'],Neutral
robertson,16,Louis of Nassau,Nominal,['1'],Neutral
robertson,16,Brederode,Nominal,['1'],Neutral
robertson,16,Berlaimont,Nominal,['1'],Neutral
robertson,16,Calvin,Nominal,['1'],Neutral
robertson,11,Pignotti,Nominal,['1'],Neutral
robertson,11,Villari,Nominal,['1'],Neutral
robertson,11,Unidentified,Nominal,['1'],Neutral
robertson,2,Marius,Nominal,['1'],Neutral
robertson,2,Sulla,Thematic,['3'],Neutral
robertson,2,Triumvirs,Nominal,['1'],Neutral
robertson,10,Aurelian,Thematic,['2'],Neutral
robertson,10,Honorius,Thematic,['2'],Negative
robertson,10,Athaulf,Nominal,['3'],Positive
robertson,10,Cæsar Augustus,Verbal,['1'],Neutral
robertson,2,Greeks,Nominal,['1'],Neutral
robertson,5,Cæsar,Nominal,['1'],Neutral
robertson,20,Waller,Nominal,['1'],Neutral
robertson,20,Marvell,Thematic,['3'],Neutral
robertson,20,Mohammed,Nominal,['2'],Neutral
robertson,20,D'Aubigné,Nominal,['1'],Neutral
robertson,20,Cromwell,Verbal,['2'],Negative
robertson,20,The Bible,Thematic,['3'],Positive
robertson,5,Prof. Ferrero,Nominal,['3'],Negative
robertson,5,Greatness and Decline of Rome,Thematic,['2'],Neutral
robertson,5,Weber,Nominal,['1'],Neutral
robertson,5,Salvioli,Nominal,['1'],Neutral
robertson,5,M'Culloch,Thematic,['1'],Neutral
robertson,3,Solon,Nominal,['1'],Neutral
robertson,3,Roman patrician,Thematic,['3'],Neutral
robertson,3,Megara,Thematic,['3'],Neutral
robertson,9,Lucretius,Nominal,['2'],Neutral
robertson,9,Catullus,Nominal,['2'],Neutral
robertson,9,Virgil,Nominal,['2'],Neutral
robertson,9,Horace,Nominal,['2'],Neutral
robertson,9,Juvenal,Nominal,['2'],Neutral
robertson,9,Lucan,Nominal,['2'],Neutral
robertson,9,Petronius,Nominal,['2'],Neutral
robertson,7,De Pauw,Nominal,['1'],Negative
robertson,7,Aelian,Thematic,['3'],Neutral
robertson,7,Aristotle,Nominal,['1'],Neutral
robertson,7,Hermann,Thematic,['3'],Neutral
robertson,9,Gibbon,Nominal,['1'],Neutral
robertson,9,Mommsen,Thematic,['3'],Neutral
robertson,9,Renan,Nominal,['1'],Neutral
robertson,7,Mazdean Persia,Nominal,['1'],Neutral
robertson,7,Yahwistic Judea,Verbal,['2'],Neutral
robertson,7,Greece,Thematic,['3'],Neutral
robertson,7,Egypt,Nominal,['1'],Neutral
robertson,19,Mr. Lecky,Nominal,['3'],Neutral
robertson,19,Hallam,Nominal,['3'],Negative
robertson,19,Henry VIII,Nominal,['2'],Negative
robertson,19,Constitutional History,Nominal,['2'],Neutral
robertson,19,Protestant,Thematic,['2'],Neutral
robertson,19,Bible,Thematic,['2'],Positive
robertson,19,Mr. Lecky,Thematic,['3'],Negative
robertson,19,Mr. Gardiner,Thematic,['2'],Positive
robertson,19,Mr. Gardiner (_Introduction,Thematic,['3'],Neutral
robertson,19,McKechnie,Thematic,['2'],Positive
robertson,19,Green,Thematic,['3'],Neutral
robertson,19,Green (longer,Thematic,['3'],Neutral
robertson,19,Dr. Stubbs,Thematic,['3'],Neutral
robertson,19,Guizot,Thematic,['2'],Positive
robertson,19,Buckle (,Thematic,['3'],Neutral
robertson,19,Buckle,Thematic,['3'],Neutral
robertson,19,Ch. de R?musat (_L'Angleterre du,Thematic,['3'],Neutral
robertson,4,Unidentified,Nominal,['1'],Neutral
robertson,9,Lucius Andronicus,Nominal,['2'],Neutral
robertson,9,Nævius,Thematic,['2'],Neutral
robertson,9,Ennius,Nominal,['2'],Neutral
robertson,9,Euhemerus,Thematic,['2'],Neutral
robertson,14,Christianity,Thematic,['3'],Neutral
robertson,14,Erik I,Thematic,['3'],Neutral
robertson,14,Erik II,Thematic,['3'],Neutral
robertson,14,Gorm the Old,Thematic,['3'],Neutral
robertson,14,Harald,Thematic,['3'],Neutral
robertson,14,Knut the Great,Thematic,['3'],Neutral
robertson,14,Svend,Thematic,['3'],Neutral
robertson,14,Malthus,Nominal,['3'],Neutral
robertson,14,Malthus,Nominal,['1'],Neutral
robertson,14,Unidentified,Thematic,['3'],Neutral
robertson,14,Christianity,Thematic,['3'],Neutral
robertson,14,Harold Fairhair,Thematic,['3'],Neutral
robertson,14,Hakon,Thematic,['3'],Neutral
robertson,14,Harald,Thematic,['3'],Neutral
robertson,14,Hakon Jarl,Thematic,['3'],Neutral
robertson,14,Olaf Tryggvason,Thematic,['3'],Neutral
robertson,14,St. Olaf,Thematic,['3'],Neutral
robertson,9,Mommsen,Nominal,['1'],Neutral
robertson,9,Unidentified,Thematic,['3'],Neutral
robertson,4,Unidentified,Nominal,['1'],Neutral
robertson,14,Thucydides,Nominal,['1'],Neutral
robertson,14,Charlemagne,Verbal,['2'],Neutral
robertson,14,Pre-Christian Slavs,Thematic,['3'],Neutral
robertson,14,Carlovingian,Nominal,['1'],Neutral
robertson,14,Anglo-Saxon England,Verbal,['2'],Neutral
robertson,14,Celtic Ireland,Thematic,['3'],Positive
robertson,19,Green,Nominal,['1'],Neutral
robertson,19,Stubbs,Nominal,['1'],Neutral
robertson,19,McKechnie,Nominal,['1'],Neutral
robertson,19,Simon de Montfort,Nominal,['1'],Neutral
robertson,9,the Conservative statesman,Thematic,['3'],Neutral
robertson,9,the divine will,Thematic,['3'],Neutral
robertson,9,Sir John Seeley,Nominal,['3'],Neutral
robertson,9,Kingsley,Nominal,['3'],Neutral
robertson,7,Plato,Nominal,['1'],Neutral
robertson,7,Pheidias,Nominal,['1'],Neutral
robertson,7,Aristotle,Nominal,['1'],Neutral
robertson,7,Praxiteles,Nominal,['1'],Neutral
robertson,7,Aeschylus,Nominal,['1'],Neutral
robertson,7,Epicurus,Nominal,['1'],Neutral
robertson,9,Domitian,Nominal,['2'],Neutral
robertson,9,Juvenal,Thematic,['2'],Neutral
robertson,9,Horace,Nominal,['2'],Positive
robertson,9,Virgil,Thematic,['2'],Positive
robertson,9,Lucretius,Nominal,['2'],Neutral
robertson,9,Catullus,Verbal,['2'],Neutral
robertson,9,Marcus Aurelius,Nominal,['2'],Neutral
robertson,9,Fronto,Thematic,['2'],Negative
robertson,9,Apuleius,Nominal,['2'],Neutral
robertson,9,Claudian,Thematic,['2'],Neutral
robertson,9,Roma fuit,Nominal,['1'],Neutral
robertson,3,Theognis,Nominal,['1'],Negative
robertson,5,the Professor,Nominal,['1'],Neutral
robertson,5,Britain Belgium and Holland,Verbal,['2'],Neutral
robertson,5,Portugal,Thematic,['3'],Neutral
robertson,20,Marvell,Nominal,['1'],Neutral
robertson,20,Waller,Nominal,['1'],Neutral
robertson,20,Cromwell,Nominal,['2'],Negative
robertson,20,Christian pietism,Nominal,['3'],Negative
robertson,20,Milton,Nominal,['2'],Negative
robertson,20,_Areopagitica_,Nominal,['2'],Positive
robertson,20,_Eikonoklastes_,Nominal,['2'],Negative
robertson,2,Unidentified,Nominal,['1'],Neutral
robertson,10,Gregory of Tours,Nominal,['2'],Neutral
robertson,10,Christian writers,Thematic,['2'],Neutral
robertson,10,Nero,Thematic,['1'],Negative
robertson,10,Chilperic,Thematic,['2'],Neutral
robertson,10,Clothaire,Thematic,['2'],Neutral
robertson,10,Jesus Christ,Nominal,['1'],Neutral
robertson,10,Brunehild,Thematic,['2'],Negative
robertson,20,Cromwell,Thematic,['3'],Neutral
robertson,20,Hobbes,Nominal,['1'],Positive
robertson,20,Christianity,Thematic,['3'],Neutral
robertson,20,Judaism,Thematic,['3'],Neutral
robertson,20,Pentateuch,Thematic,['3'],Neutral
robertson,20,Hebrew sacred books,Nominal,['1'],Neutral
robertson,5,Dureau de la Malle,Nominal,['2'],Positive
robertson,2,Montesquieu,Nominal,['3'],Neutral
robertson,16,Bèguines,Nominal,['1'],Neutral
robertson,16,Beghards,Nominal,['1'],Neutral
robertson,16,Lollards,Nominal,['1'],Neutral
robertson,16,Brethren of the Common Lot,Nominal,['1'],Positive
robertson,16,Anabaptist,Nominal,['1'],Negative
robertson,16,Tanquelin,Nominal,['1'],Negative
robertson,11,G. Villani,Nominal,['2'],Neutral
robertson,11,Gibbins _History of Commerce_,Verbal,['2'],Neutral
robertson,11,Hallam _Middle Ages_,Thematic,['2'],Neutral
robertson,11,Pignotti,Nominal,['2'],Neutral
robertson,11,J.T. Bent _Genoa_,Verbal,['2'],Neutral
robertson,16,Thorold Rogers,Nominal,['2'],Neutral
robertson,16,Motley,Verbal,['2'],Neutral
robertson,16,Grattan,Thematic,['2'],Neutral
robertson,16,Van Kampen,Nominal,['2'],Neutral
robertson,16,Temple,Verbal,['2'],Neutral
robertson,12,Thomas Aquinas,Nominal,['1'],Neutral
robertson,12,Vico,Nominal,['1'],Neutral
